app_du,mean_load,coefficient_of_variation,burstiness,lag1_autocorrelation,usable_minutes,coverage_ratio,imputed_ratio,mean_service_cpu_used_cores_proxy,observed_minutes,average_capacity_delta,over_provisioning_delta,scaling_actions_delta,sla_violation_delta,load_weight,outcome_taxonomy
app_2296,231.8634592013888,0.2872370006805487,1.4434989791813726,0.9860304416715149,11205,0.97265625,0.02734375,231.8634592013888,11205,-12.186213612425718,-20.97085858173758,192.0,0.015625,231.8634592013888,"Over improved, SLA worsened"
app_2324,195.13801967592502,1.2272972254004428,2.916393915847151,0.9614925694605424,11205,0.97265625,0.02734375,195.13801967592505,11205,3.810603496493769,-3.105471907785777,125.0,0.0054086538461537,195.13801967592505,"Over improved, SLA worsened"
app_2497,342.5719162037036,0.26859154241007555,1.3252750109557634,0.9081887254895824,11205,0.97265625,0.02734375,342.5719162037036,11205,-4.0155800586238115,-17.340282505814265,304.0,0.0096153846153846,342.5719162037036,"Over improved, SLA worsened"
app_2557,185.281992766204,0.3149145443020976,1.5083009191974432,0.9839196276886784,11205,0.97265625,0.02734375,185.281992766204,11205,-0.5752459942363259,-9.46410075146257,278.0,0.0024038461538461,185.281992766204,"Over improved, SLA worsened"
app_263,1942.704773726853,0.3497187694082965,1.5374173371027893,0.9924129983184556,11205,0.97265625,0.02734375,1942.704773726853,11205,39.02855780431514,-8.175623632450282,-109.0,0.0012019230769231,1942.704773726853,"Over improved, SLA worsened"
app_2660,370.85988252314826,0.37961427439193784,1.5225426815065561,0.99495811633588,11205,0.97265625,0.02734375,370.85988252314826,11205,-1.46616659509489,-9.338425464483349,263.0,0.0036057692307692,370.85988252314826,"Over improved, SLA worsened"
app_2695,192.58307118055524,0.49131684686439797,1.3722355330265184,0.9348015938343387,11204,0.9725694444444444,0.0274305555555555,192.58307118055524,11204,4.981960768520267,0.3752584239347243,239.0,0.001201923076923,192.58307118055524,All worsened
app_2754,467.0178435185187,0.27347641654340415,1.3780872449851334,0.9914729832428545,11203,0.9724826388888888,0.0275173611111111,467.0178435185186,11203,-10.75874671164638,-30.969423294755515,171.0,0.0072115384615385,467.0178435185186,"Over improved, SLA worsened"
app_2819,353.2646280092592,0.29260233384158524,1.483307295589934,0.9791283807771054,11208,0.9729166666666668,0.0270833333333333,353.2646280092592,11208,-5.075691421690976,-11.50699431416884,287.0,0.0060096153846154,353.2646280092592,"Over improved, SLA worsened"
app_2856,496.8069162037037,0.5918919500077049,2.4113620287084068,0.9922832915438334,11206,0.9727430555555556,0.0272569444444444,496.80691620370374,11206,34.3495266989039,19.019053853214757,-49.0,-0.0114182692307693,496.80691620370374,Other mixed
app_2895,74.73647164351809,0.36796297420999746,1.6222423135650008,0.9489251461940292,11203,0.9724826388888888,0.0275173611111111,74.7364716435181,11203,3.1109561631625944,1.339328882953961,294.0,0.0030048076923076,74.7364716435181,All worsened
app_2899,375.1005384837962,0.3691410483607077,1.438656958961714,0.9778364258053646,11203,0.9724826388888888,0.0275173611111111,375.1005384837963,11203,-3.8133892702734618,-21.780776294627223,204.0,0.006610576923077,375.1005384837963,"Over improved, SLA worsened"
app_2965,1039.521386284718,0.26699361025419166,1.42589787270366,0.9694295298205041,11207,0.9728298611111112,0.0271701388888888,1039.521386284718,11207,32.892573016329095,-20.012314189032708,208.0,-0.0006009615384615,1039.521386284718,"SLA improved, Over improved"
app_2989,24.487185474536894,0.5860872543533197,1.1777860994542055,0.9353003946248966,11204,0.9725694444444444,0.0274305555555555,24.4871854745369,11204,-0.0722978350883352,-0.7651932790196492,296.0,0.0234375,24.4871854745369,"Over improved, SLA worsened"
app_3073,107.14317557870385,0.2123950311477143,1.2060528599734546,0.9639409369977998,11206,0.9727430555555556,0.0272569444444444,107.14317557870385,11206,-2.706688746623037,-7.066408129872504,434.0,0.0024038461538461,107.14317557870385,"Over improved, SLA worsened"
app_3136,667.0304006365735,0.31798863059111043,1.4613361935774098,0.9949802416816841,11208,0.9729166666666668,0.0270833333333333,667.0304006365736,11208,-0.5755361106060946,-30.734127316506616,177.0,0.0270432692307691,667.0304006365736,"Over improved, SLA worsened"
app_3183,218.16133912036992,0.8029297055459473,2.3931096229288458,0.969968837618056,11206,0.9727430555555556,0.0272569444444444,218.16133912036992,11206,25.16379170887302,17.64265428495913,47.0,-0.0048076923076923,218.16133912036992,"SLA improved, Actions worsened"
app_3238,581.9098673611117,0.43493432949634375,1.4870017652803023,0.9977685802944527,11204,0.9725694444444444,0.0274305555555555,581.9098673611118,11204,35.411817962686854,12.398825129153138,-159.0,0.0,581.9098673611118,Other mixed
app_3275,444.68289999999786,1.2155095835402205,2.836211301731332,0.9774713095097972,11204,0.9725694444444444,0.0274305555555555,444.68289999999786,11204,4.7972203648701,0.2263601930476753,-154.0,0.0138221153846153,444.68289999999786,Other mixed
app_3422,20.153281249999818,0.21433977182561428,1.1531620936417002,0.8709742852454332,11205,0.97265625,0.02734375,20.153281249999814,11205,-1.249263675521318,-2.032963319503586,482.0,0.0030048076923077,20.153281249999814,"Over improved, SLA worsened"
app_3472,155.38695312499988,0.3268000092591593,1.6545039861005568,0.9603126673948379,11205,0.97265625,0.02734375,155.38695312499988,11205,-13.781079128591188,-20.98901812966793,247.0,0.0084134615384615,155.38695312499988,"Over improved, SLA worsened"
app_3511,591.8680300925932,0.41625091530675,1.4719531309432412,0.9920246816666393,11204,0.9725694444444444,0.0274305555555555,591.8680300925931,11204,19.71499979244058,-4.7247838151734385,-75.0,0.0072115384615385,591.8680300925931,"Over improved, SLA worsened"
app_3514,353.6846534143509,0.5038664803670451,2.23797477694353,0.9953285071400279,11204,0.9725694444444444,0.0274305555555555,353.6846534143509,11204,-49.543444347529515,-54.66696678514326,-69.0,0.591346153846154,353.6846534143509,"Over improved, SLA worsened"
app_3632,1656.1551917245354,0.4398919570461663,1.606414068738135,0.9933937791512741,11205,0.97265625,0.02734375,1656.1551917245354,11205,119.1480730624993,42.235883588660215,-391.0,-0.0829326923076923,1656.1551917245354,Other mixed
app_3641,165.76614641203682,0.4775260269477401,2.0547078361427595,0.9927640694496707,11205,0.97265625,0.02734375,165.76614641203682,11205,-17.49571476741454,-21.963029781387156,193.0,0.4230769230769231,165.76614641203682,"Over improved, SLA worsened"
app_3665,647.9189583333326,0.4525252572704441,1.7860664801507145,0.9946313766428315,11207,0.9728298611111112,0.0271701388888888,647.9189583333327,11207,67.92379404232133,30.255066965999266,-111.0,0.0018028846153846,647.9189583333327,Other mixed
app_3707,272.1763495370369,0.24036653160125038,1.285397012862279,0.9638994204276788,11205,0.97265625,0.02734375,272.1763495370369,11205,-5.8275755512772776,-11.365026479046524,328.0,0.0084134615384616,272.1763495370369,"Over improved, SLA worsened"
app_3715,483.3682387152777,0.39269125892039175,1.4598062998004289,0.9942238512903996,11204,0.9725694444444444,0.0274305555555555,483.3682387152777,11204,23.540263342928313,3.2504015084932263,-3.0,0.0006009615384615,483.3682387152777,Near-neutral
app_3755,593.2226660879631,0.43951043853630867,1.5628712786392265,0.9974597993034497,11203,0.9724826388888888,0.0275173611111111,593.2226660879631,11203,40.45988189116588,15.23939079552528,-176.0,0.0036057692307692,593.2226660879631,Other mixed
app_3924,96.84083373842586,0.4962934815639838,1.9206842763153786,0.9871899001698566,11205,0.97265625,0.02734375,96.84083373842586,11205,-7.667133787246051,-13.329654432207388,374.0,0.0078125,96.84083373842586,"Over improved, SLA worsened"
app_3979,272.30733854166704,0.41937814525697936,1.6070248749455143,0.9883475110912403,11205,0.97265625,0.02734375,272.307338541667,11205,-0.4284111642675157,-6.519198013163248,142.0,0.0060096153846153,272.307338541667,"Over improved, SLA worsened"
app_3988,266.2517384259241,0.2606389399434247,1.1797231266556472,0.7109997390515163,11205,0.97265625,0.02734375,266.2517384259241,11205,7.988416702812145,-2.736942418657115,285.0,0.0084134615384615,266.2517384259241,"Over improved, SLA worsened"
app_4038,2540.029849768516,0.3651350608073664,1.4748637699440506,0.9961507385969164,11208,0.9729166666666668,0.0270833333333333,2540.029849768516,11208,40.446739268418696,-11.749104252673504,-105.0,0.0030048076923076,2540.029849768516,"Over improved, SLA worsened"
app_4077,245.3667285879628,0.2962343698226025,1.5490364247316541,0.9839102359603734,11204,0.9725694444444444,0.0274305555555555,245.3667285879628,11204,-11.46245499936954,-23.7410235675459,260.0,0.0480769230769231,245.3667285879628,"Over improved, SLA worsened"
app_4142,60.23493402777745,1.181557856398977,2.202730615960269,0.9540515353652536,11205,0.97265625,0.02734375,60.23493402777745,11205,5.189392334332137,2.6537804200667505,261.0,-0.0090144230769229,60.23493402777745,"SLA improved, Actions worsened"
app_4220,1248.9123373842604,0.487089348580352,1.7994932599035274,0.9960509155402896,11208,0.9729166666666668,0.0270833333333333,1248.9123373842604,11208,29.55462325485388,-1.1979628324300506,-133.0,-0.0174278846153846,1248.9123373842604,"SLA improved, Over improved"
app_4265,403.3387155671271,0.2362977258663777,1.2023186665450465,0.9618253184187111,11204,0.9725694444444444,0.0274305555555555,403.3387155671271,11204,-31.19580471724055,-46.75867273659276,241.0,0.0120192307692308,403.3387155671271,"Over improved, SLA worsened"
app_4353,148.02981741898145,0.2702256633214378,1.388688690681138,0.9874017108636409,11204,0.9725694444444444,0.0274305555555555,148.02981741898142,11204,-8.517148992487101,-14.585489061597665,413.0,-0.0006009615384615,148.02981741898142,"SLA improved, Over improved"
app_4371,265.99859809027777,0.3812381318375896,1.4683084903607035,0.9931877741908379,11209,0.9730034722222224,0.0269965277777777,265.99859809027777,11209,-6.674868385650399,-17.764088385906796,254.0,0.001201923076923,265.99859809027777,"Over improved, SLA worsened"
app_442,2162.440375810184,0.2998688908937989,1.3692548627569177,0.9908844481789211,11209,0.9730034722222224,0.0269965277777777,2162.4403758101835,11209,2.653619478791086,-45.88415424648228,55.0,0.0048076923076923,2162.4403758101835,"Over improved, SLA worsened"
app_4456,1544.0871830439805,0.36666560339994547,1.4936343569150505,0.9956626990201524,11207,0.9728298611111112,0.0271701388888888,1544.0871830439803,11207,43.593030682075664,-17.765457423142607,-54.0,0.0270432692307692,1544.0871830439803,"Over improved, SLA worsened"
app_4474,311.2635555555555,0.4124486648276825,1.6270648810654171,0.9941228769550667,11204,0.9725694444444444,0.0274305555555555,311.2635555555555,11204,-3.981458368548047,-10.792656215748549,148.0,0.0114182692307692,311.2635555555555,"Over improved, SLA worsened"
app_4483,227.92226012731476,0.47507801315844167,1.6325741934646885,0.9974280375471024,11203,0.9724826388888888,0.0275173611111111,227.92226012731476,11203,-1.4541359861354692,-11.049627272193112,220.0,0.0,227.92226012731476,"Over improved, SLA worsened"
app_459,90.95101574074003,0.5359754137673388,1.4445871285394905,0.9660027665203056,11205,0.97265625,0.02734375,90.95101574074005,11205,-1.6135430822140755,-3.202628434914393,302.0,0.0210336538461539,90.95101574074005,"Over improved, SLA worsened"
app_460,53.715306886573764,0.2465859983483743,1.2141790446756509,0.901538392057444,11205,0.97265625,0.02734375,53.71530688657377,11205,-3.383000939804081,-5.574579446820305,517.0,0.0030048076923077,53.71530688657377,"Over improved, SLA worsened"
app_4619,103.65190509259199,0.4930512106182701,1.517386485656023,0.9688058348751845,11205,0.97265625,0.02734375,103.651905092592,11205,0.6018016684022562,-1.5087839153597375,307.0,0.009014423076923,103.651905092592,"Over improved, SLA worsened"
app_4650,967.8286354166662,0.4201745530960982,1.5999588597968528,0.9914451357018698,11205,0.97265625,0.02734375,967.8286354166662,11205,-0.0180851332773102,-20.454343324530974,35.0,0.0048076923076923,967.8286354166662,"Over improved, SLA worsened"
app_4799,195.81934085648152,0.4857814936650408,1.8783435711264944,0.9020289496333405,11204,0.9725694444444444,0.0274305555555555,195.81934085648152,11204,9.364613773090989,5.207196985890253,143.0,-0.0012019230769231,195.81934085648152,"SLA improved, Actions worsened"
app_4812,327.4897838541669,0.24396022393702663,1.2911568162228844,0.9907936484920563,11203,0.9724826388888888,0.0275173611111111,327.4897838541669,11203,-12.056533539508363,-26.280341207318543,353.0,0.0018028846153846,327.4897838541669,"Over improved, SLA worsened"
app_4832,587.1175180555545,0.3475258039469716,1.4200955930616679,0.9411571558456837,11208,0.9729166666666668,0.0270833333333333,587.1175180555546,11208,39.38004684698586,15.56417938957138,30.0,0.0048076923076923,587.1175180555546,All worsened
app_484,125.05973177083298,0.32978765153465556,1.256199719729761,0.9678704681156297,11205,0.97265625,0.02734375,125.05973177083295,11205,0.2928733111675186,-4.520467815953321,214.0,0.0150240384615385,125.05973177083295,"Over improved, SLA worsened"
app_498,321.58314120370466,0.3738463891337014,1.567691011764379,0.9918165855349366,11208,0.9729166666666668,0.0270833333333333,321.58314120370466,11208,-10.092486015057858,-22.774430534121752,198.0,0.0006009615384615,321.58314120370466,"Over improved, SLA worsened"
app_5029,737.0133773148149,0.3881625353284257,1.512704338414079,0.9955158316595191,11205,0.97265625,0.02734375,737.0133773148149,11205,-1.9853812465748888,-17.748471340725537,115.0,-0.0018028846153846,737.0133773148149,"SLA improved, Over improved"
app_5035,381.69269502314853,0.3682497604967566,1.5482926650303332,0.9942198278329447,11205,0.97265625,0.02734375,381.6926950231485,11205,-5.5560613643837655,-13.700517120912073,293.0,0.1646634615384615,381.6926950231485,"Over improved, SLA worsened"
app_5102,184.13864467592504,0.45652834632790606,1.8592657031293218,0.9871287036874765,11204,0.9725694444444444,0.0274305555555555,184.13864467592504,11204,-5.546665703798524,-10.869315684834804,261.0,0.001201923076923,184.13864467592504,"Over improved, SLA worsened"
app_512,503.7489586226854,0.36940726006654556,1.5097678853360337,0.9942427844289137,11205,0.97265625,0.02734375,503.74895862268534,11205,8.639185984352224,-11.600941846646345,129.0,0.0018028846153845,503.74895862268534,"Over improved, SLA worsened"
app_5159,206.8859762731483,0.3717394107933272,1.1947273458834946,0.9804927524644984,11208,0.9729166666666668,0.0270833333333333,206.8859762731483,11208,-11.422678054907536,-19.427370897765087,354.0,0.0048076923076922,206.8859762731483,"Over improved, SLA worsened"
app_521,342.8424594907407,0.388702102860669,1.5068767564575425,0.9949920009665029,11204,0.9725694444444444,0.0274305555555555,342.8424594907407,11204,3.5066491857500637,-12.11842088078756,137.0,0.0126201923076923,342.8424594907407,"Over improved, SLA worsened"
app_5420,196.3046791087965,0.2813226700999451,1.259373954417996,0.9680422664689825,11207,0.9728298611111112,0.0271701388888888,196.3046791087965,11207,-6.62299823030591,-14.460852308750756,341.0,0.0048076923076922,196.3046791087965,"Over improved, SLA worsened"
app_5428,403.29271296296275,0.21585256223774144,1.192582916925081,0.9822140367621581,11204,0.9725694444444444,0.0274305555555555,403.2927129629627,11204,-8.161966835107393,-25.010983482166303,324.0,0.0006009615384615,403.2927129629627,"Over improved, SLA worsened"
app_5546,265.9476087962964,0.3497025976912923,1.4684170381058854,0.9921607357082101,11204,0.9725694444444444,0.0274305555555555,265.9476087962964,11204,-10.112408719878689,-21.03262451268272,258.0,0.0024038461538461,265.9476087962964,"Over improved, SLA worsened"
app_559,403.49789004629656,0.319969281288422,1.4791254544887968,0.9942582918996917,11205,0.97265625,0.02734375,403.49789004629656,11205,-8.62660049614604,-26.052632907393367,219.0,0.001201923076923,403.49789004629656,"Over improved, SLA worsened"
app_56,254.10686093750004,0.34421875511886046,1.4191667185589996,0.9945943970811911,11207,0.9728298611111112,0.0271701388888888,254.10686093750004,11207,-7.421950575572524,-17.98317293134175,288.0,0.0,254.10686093750004,"Over improved, SLA worsened"
app_565,581.886725983796,0.39291700746293634,1.497933580101877,0.9869853510747726,11204,0.9725694444444444,0.0274305555555555,581.886725983796,11204,25.235795257225476,0.2731176740137044,-47.0,0.0048076923076922,581.886725983796,Other mixed
app_5652,300.59076799768536,0.24191696337385307,1.3021269280510555,0.9625177159851337,11205,0.97265625,0.02734375,300.59076799768536,11205,2.870038758003446,-7.2163699709629405,408.0,0.0,300.59076799768536,"Over improved, SLA worsened"
app_5657,1333.93566099537,0.46395170879808595,1.5504058607470161,0.982377164855102,11207,0.9728298611111112,0.0271701388888888,1333.93566099537,11207,141.54765331676754,77.55358452948266,-423.0,-0.0961538461538462,1333.93566099537,Other mixed
app_5729,140.25504490740735,0.48895785024540644,1.8707776263821387,0.8739465061571984,11205,0.97265625,0.02734375,140.25504490740735,11205,12.741130722240896,5.692837930675974,-70.0,0.0162259615384615,140.25504490740735,Other mixed
app_5732,1801.4324876157386,0.37390472767314964,1.465315714843708,0.9946814546337648,11205,0.97265625,0.02734375,1801.4324876157389,11205,54.05648812760376,14.010016612158664,-258.0,-0.0054086538461538,1801.4324876157389,Other mixed
app_5805,373.99706076388804,0.5453197500654654,2.198632252137209,0.9851811816379873,11205,0.97265625,0.02734375,373.997060763888,11205,0.1963867862556583,-11.518906224171694,90.0,0.0102163461538461,373.997060763888,"Over improved, SLA worsened"
app_582,434.80329890046335,0.2852593729941801,1.4158616893894862,0.9871022497481847,11205,0.97265625,0.02734375,434.80329890046335,11205,-8.918794432533872,-28.098499625900367,193.0,0.0060096153846153,434.80329890046335,"Over improved, SLA worsened"
app_5877,354.59881018518564,0.33201471222515005,1.4726558155321718,0.9884729983251261,11205,0.97265625,0.02734375,354.59881018518564,11205,-1.089729270552766,-8.774916568025208,203.0,0.0072115384615385,354.59881018518564,"Over improved, SLA worsened"
app_5884,66.4943315972222,0.4395936468196418,1.9084483887841805,0.9930563974202455,11203,0.9724826388888888,0.0275173611111111,66.49433159722219,11203,-7.093184993780973,-10.03212979869543,437.0,0.3792067307692308,66.49433159722219,"Over improved, SLA worsened"
app_5895,811.9234921874986,0.33437290522467966,1.407579668523843,0.9881388834895066,11206,0.9727430555555556,0.0272569444444444,811.9234921874986,11206,34.1033039268375,1.1707622563417883,-21.0,-0.0030048076923077,811.9234921874986,Other mixed
app_5936,424.37785474537003,0.2573070351307692,1.2716505522116244,0.9819563126281193,11204,0.9725694444444444,0.0274305555555555,424.37785474537,11204,-2.0306733298086783,-18.83004217488637,211.0,0.0144230769230769,424.37785474537,"Over improved, SLA worsened"
app_6026,369.85888958333334,0.40080935081642133,1.4875429940856884,0.9960872557278717,11204,0.9725694444444444,0.0274305555555555,369.85888958333334,11204,14.770706275550708,-0.1967073856929531,100.0,-0.0006009615384615,369.85888958333334,Near-neutral
app_6034,179.76816197916662,0.31761249295933075,1.4074813390073817,0.9862524914848022,11203,0.9724826388888888,0.0275173611111111,179.76816197916662,11203,-7.982782024827131,-15.299251470106263,321.0,0.0,179.76816197916662,"Over improved, SLA worsened"
app_6140,305.79739027777794,0.7718253758633633,2.5818173244802036,0.9163793343937943,11205,0.97265625,0.02734375,305.79739027777794,11205,50.47596630061864,29.509342924947532,-413.0,0.0060096153846153,305.79739027777794,Other mixed
app_6217,26.338565972222003,0.2584804475747641,1.3083476160525591,0.8795195683971871,11203,0.9724826388888888,0.0275173611111111,26.338565972222003,11203,-1.8262549317122652,-2.999768337459101,424.0,0.0054086538461539,26.338565972222003,"Over improved, SLA worsened"
app_647,1050.6377340856468,0.37158865762714655,1.5036305557546459,0.9861844312237753,11205,0.97265625,0.02734375,1050.6377340856468,11205,16.852092856381887,-26.22852368444039,53.0,0.0270432692307691,1050.6377340856468,"Over improved, SLA worsened"
app_6491,169.32618923611102,0.6575501975624427,2.2887304187753585,0.8719011522710495,11204,0.9725694444444444,0.0274305555555555,169.32618923611105,11204,33.514591745672206,24.48551966567755,-73.0,-0.0252403846153847,169.32618923611105,Other mixed
app_6593,197.47955839120365,0.280300193652191,1.3846597704979486,0.9850712146087662,11204,0.9725694444444444,0.0274305555555555,197.47955839120365,11204,-5.608198663536157,-13.553367104800142,328.0,0.0006009615384615,197.47955839120365,"Over improved, SLA worsened"
app_6597,3591.3255783564805,0.36334816554807453,1.468478945986702,0.9926512333775118,11205,0.97265625,0.02734375,3591.3255783564805,11205,145.10033695935567,69.64151970058208,-408.0,-0.0144230769230769,3591.3255783564805,Other mixed
app_66,334.33818194444467,0.586175526374448,2.084450328946081,0.9952051033126195,11204,0.9725694444444444,0.0274305555555555,334.33818194444467,11204,11.482666272323245,3.1238763516084234,124.0,0.0234374999999999,334.33818194444467,All worsened
app_6651,221.6084169560185,0.36192329958590674,1.4161932008007625,0.9933670960993156,11204,0.9725694444444444,0.0274305555555555,221.60841695601843,11204,11.424787797993917,2.4633230902605305,146.0,0.014423076923077,221.60841695601843,All worsened
app_6658,807.45978125,0.31393207674383755,1.3991532782611895,0.9866976595545378,11205,0.97265625,0.02734375,807.45978125,11205,-5.923390770795493,-22.684468634270974,171.0,0.0102163461538462,807.45978125,"Over improved, SLA worsened"
app_6763,258.6667010995368,0.49146247531324455,1.6346943700236385,0.9976350014575848,11206,0.9727430555555556,0.0272569444444444,258.6667010995368,11206,6.3096352343057305,-5.778809402112522,157.0,0.0,258.6667010995368,"Over improved, SLA worsened"
app_6791,410.73285648148175,0.26587125253126676,1.3584855895058485,0.9845453810062463,11205,0.97265625,0.02734375,410.7328564814818,11205,-6.1854459398653034,-15.075952759686942,276.0,0.0036057692307692,410.7328564814818,"Over improved, SLA worsened"
app_6911,525.8477006365746,0.4634746559906078,1.7811449947697229,0.9958023042778616,11205,0.97265625,0.02734375,525.8477006365746,11205,20.85451092453698,-0.3549045402393318,-30.0,0.0078125,525.8477006365746,"Over improved, SLA worsened"
app_7048,693.6089449074076,0.5372703011963104,1.9578010683161122,0.9980464120810589,11204,0.9725694444444444,0.0274305555555555,693.6089449074077,11204,43.951990773165846,12.162079975890151,-160.0,-0.0072115384615384,693.6089449074077,Other mixed
app_7073,74.01426967592577,0.3396651054281074,1.2395357508090645,0.941049307927321,11204,0.9725694444444444,0.0274305555555555,74.01426967592576,11204,3.086649607089967,0.0975151706779069,394.0,0.0012019230769231,74.01426967592576,All worsened
app_7227,95.88045601851849,0.8110348948255988,1.4900951239990488,0.7898605364338569,11205,0.97265625,0.02734375,95.88045601851849,11205,29.404607359330463,24.864192146589872,168.0,-0.0240384615384615,95.88045601851849,"SLA improved, Actions worsened"
app_7264,182.98399907407386,0.49580517060463014,1.8596270806293327,0.7998849310711558,11205,0.97265625,0.02734375,182.9839990740738,11205,4.166708599597577,0.4363510269067348,-146.0,0.049278846153846,182.9839990740738,Other mixed
app_732,755.6917395833347,0.39249558770864634,1.4401118996837425,0.997434054314001,11203,0.9724826388888888,0.0275173611111111,755.6917395833347,11203,5.485166597783859,-10.707674873570312,205.0,-0.0006009615384615,755.6917395833347,"SLA improved, Over improved"
app_7414,394.09686458333334,0.2837459610991491,1.3585509421211193,0.9911770171119727,11204,0.9725694444444444,0.0274305555555555,394.09686458333334,11204,-10.544582874958138,-18.47936571955225,369.0,0.0120192307692308,394.09686458333334,"Over improved, SLA worsened"
app_7419,599.4613037615743,0.43041400332482666,1.6719361094884464,0.9953941315175678,11205,0.97265625,0.02734375,599.4613037615742,11205,41.24249379591424,19.640797978353405,-6.0,0.0054086538461538,599.4613037615742,Other mixed
app_7475,387.76701678240585,0.2084913575052976,1.1620216448670075,0.9778643565545777,11207,0.9728298611111112,0.0271701388888888,387.7670167824059,11207,7.173232652832411,-8.915251422137452,356.0,0.001201923076923,387.7670167824059,"Over improved, SLA worsened"
app_7505,87.06038194444345,0.9102157077820253,1.3384044199846903,0.9529907037691295,11207,0.9728298611111112,0.0271701388888888,87.06038194444346,11207,0.9959491447325668,-0.6666480415473632,261.0,0.0078125,87.06038194444346,"Over improved, SLA worsened"
